match_id,season,round_label,round_number,date,team,opposition_team,player_id,full_name,player_key,jersey_number,raw_position,display_position,is_starting,source_url
2025004,2025,Round 1,1,2025-02-15,St Helens,Salford,,Feldt,feldt,,RW,RW,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025004,2025,Round 1,1,2025-02-15,St Helens,Salford,,Robertson,robertson,,RC,RC,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025004,2025,Round 1,1,2025-02-15,St Helens,Salford,,Percival,percival,,LC,LC,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025004,2025,Round 1,1,2025-02-15,St Helens,Salford,,Murphy,murphy,,LW,LW,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025004,2025,Round 1,1,2025-02-15,St Helens,Salford,,Sailor,sailor,,FE,FE,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025004,2025,Round 1,1,2025-02-15,St Helens,Salford,,Lomax,lomax,,HLF,HLF,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025004,2025,Round 1,1,2025-02-15,St Helens,Salford,,Walmsley,walmsley,,PR,PR,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025004,2025,Round 1,1,2025-02-15,St Helens,Salford,,Clark,clark,,HK,HK,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025004,2025,Round 1,1,2025-02-15,St Helens,Salford,,Lees,lees,,PR,PR,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025004,2025,Round 1,1,2025-02-15,St Helens,Salford,,Sironen,sironen,,L2R,L2R,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025004,2025,Round 1,1,2025-02-15,St Helens,Salford,,Batchelor,batchelor,,R2R,R2R,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025004,2025,Round 1,1,2025-02-15,St Helens,Salford,,Knowles,knowles,,LK,LK,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025004,2025,Round 1,1,2025-02-15,St Helens,Salford,,Bell,bell,,B,LK,False,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025004,2025,Round 1,1,2025-02-15,St Helens,Salford,,Whitley,whitley,,B,R2R,False,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025004,2025,Round 1,1,2025-02-15,St Helens,Salford,,Wingfield,wingfield,,B,R2R,False,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025004,2025,Round 1,1,2025-02-15,St Helens,Salford,,Delaney,delaney,,B,PR,False,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025004,2025,Round 1,1,2025-02-15,Salford,St Helens,,Connell,connell,,FB,FB,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025004,2025,Round 1,1,2025-02-15,Salford,St Helens,,Fitzgerald,fitzgerald,,RW,RW,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025004,2025,Round 1,1,2025-02-15,Salford,St Helens,,Wagstaffe,wagstaffe,,RC,RC,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025004,2025,Round 1,1,2025-02-15,Salford,St Helens,,Coan,coan,,LC,LC,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025004,2025,Round 1,1,2025-02-15,Salford,St Helens,,Murray,murray,,LW,LW,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025004,2025,Round 1,1,2025-02-15,Salford,St Helens,,Morgan,morgan,,FE,FE,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025004,2025,Round 1,1,2025-02-15,Salford,St Helens,,Gatcliffe,gatcliffe,,HLF,HLF,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025004,2025,Round 1,1,2025-02-15,Salford,St Helens,,Bardyel-Wells,bardyel wells,,PR,PR,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025004,2025,Round 1,1,2025-02-15,Salford,St Helens,,Yates,yates,,HK,HK,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
